subj_role,subj_department,subj_clearance,subj_years_exp,subj_cert_active,subj_age,obj_type,obj_sensitivity,obj_department,obj_contains_pii,env_hour,env_is_emergency,env_location,env_access_freq_last_hour,action,decision
doctor,research,1,7,True,42,research_data,4,cardiology,True,3,False,remote,8,delete,DENY
admin,admin_office,1,32,False,29,lab_result,2,cardiology,True,17,False,hospital_network,19,read,DENY
nurse,cardiology,2,24,True,25,medical_record,4,cardiology,True,17,False,hospital_network,12,read,ALLOW
pharmacist,admin_office,4,28,True,34,prescription,4,oncology,True,7,False,hospital_network,44,delete,DENY
patient,general,4,19,True,56,prescription,3,general,False,15,True,remote,6,delete,DENY
patient,admin_office,5,24,False,37,medical_record,1,admin_office,False,13,False,office_network,17,read,ALLOW
admin,admin_office,2,40,True,46,billing,3,admin_office,True,10,False,remote,8,read,ALLOW
patient,oncology,1,28,True,56,medical_record,3,cardiology,True,19,False,hospital_network,47,write,DENY
nurse,general,4,6,False,64,lab_result,3,admin_office,False,18,False,office_network,44,share,DENY
nurse,admin_office,1,12,True,46,research_data,3,oncology,False,3,False,office_network,23,delete,DENY
nurse,general,2,5,True,65,lab_result,3,general,False,14,False,office_network,14,read,ALLOW
admin,admin_office,1,5,False,40,lab_result,4,oncology,False,20,False,office_network,46,delete,DENY
researcher,research,1,3,False,36,research_data,3,research,False,13,False,remote,7,write,DENY
doctor,admin_office,4,31,False,50,medical_image,3,admin_office,False,9,False,office_network,11,read,ALLOW
admin,admin_office,2,31,True,50,billing,3,admin_office,True,10,False,hospital_network,8,share,DENY
doctor,admin_office,5,27,False,38,lab_result,2,admin_office,True,14,False,remote,11,write,DENY
pharmacist,research,3,28,False,64,prescription,2,research,True,18,False,remote,10,read,DENY
pharmacist,general,1,30,False,34,prescription,5,general,True,18,False,hospital_network,11,write,DENY
patient,admin_office,2,18,True,34,medical_record,1,admin_office,True,9,False,office_network,15,read,ALLOW
researcher,research,1,7,False,55,research_data,2,research,False,15,False,office_network,2,read,ALLOW
doctor,oncology,5,16,True,45,research_data,4,research,False,8,False,office_network,5,write,DENY
admin,admin_office,2,8,True,34,prescription,2,admin_office,False,1,False,hospital_network,12,write,DENY
doctor,general,5,15,True,37,prescription,2,general,True,16,False,hospital_network,1,read,ALLOW
nurse,admin_office,5,33,False,58,medical_image,5,cardiology,True,16,False,remote,39,delete,DENY
patient,research,4,17,False,41,medical_record,2,research,True,12,False,remote,16,read,DENY
nurse,admin_office,1,17,True,60,lab_result,4,admin_office,False,18,False,hospital_network,14,read,ALLOW
nurse,admin_office,1,16,False,24,medical_record,3,cardiology,True,14,False,hospital_network,17,read,DENY
doctor,research,5,36,False,23,prescription,3,admin_office,False,21,False,hospital_network,1,read,DENY
researcher,research,2,27,True,33,prescription,3,research,True,2,False,hospital_network,15,write,DENY
doctor,cardiology,2,32,False,61,prescription,5,cardiology,True,12,False,hospital_network,2,write,ALLOW
researcher,research,3,5,False,57,prescription,4,admin_office,False,20,False,office_network,50,write,DENY
admin,admin_office,1,40,True,44,lab_result,4,general,True,7,False,remote,36,write,DENY
pharmacist,oncology,1,34,True,25,billing,3,admin_office,True,7,False,remote,22,read,DENY
admin,admin_office,4,10,False,51,prescription,4,general,False,23,False,remote,8,delete,DENY
admin,admin_office,1,28,True,63,medical_image,3,research,True,5,False,remote,15,share,DENY
pharmacist,oncology,2,26,True,55,billing,1,research,True,17,True,office_network,12,delete,DENY
researcher,research,1,1,False,31,prescription,4,general,True,10,False,office_network,34,write,DENY
nurse,cardiology,1,12,False,52,lab_result,3,cardiology,True,17,True,remote,18,read,DENY
nurse,cardiology,3,10,True,53,medical_image,5,cardiology,True,21,False,remote,22,delete,DENY
researcher,research,2,0,True,63,medical_record,3,research,True,12,False,office_network,10,write,DENY
patient,oncology,1,18,True,31,medical_record,3,oncology,True,14,True,hospital_network,15,read,ALLOW
admin,admin_office,2,9,True,23,billing,3,admin_office,True,10,True,office_network,12,write,ALLOW
researcher,research,2,6,True,30,research_data,2,research,False,18,False,office_network,11,read,ALLOW
researcher,research,4,8,True,55,medical_image,5,oncology,True,18,False,hospital_network,16,write,DENY
patient,admin_office,1,31,False,31,medical_record,2,admin_office,True,12,True,remote,14,write,DENY
pharmacist,cardiology,4,40,True,44,prescription,1,cardiology,True,16,False,office_network,0,read,ALLOW
nurse,admin_office,1,33,True,60,lab_result,3,admin_office,True,12,False,office_network,9,delete,DENY
admin,admin_office,3,0,True,53,lab_result,2,admin_office,True,9,False,office_network,50,read,DENY
patient,admin_office,2,37,False,23,medical_image,5,general,True,1,False,office_network,31,write,DENY
patient,oncology,2,10,True,45,billing,1,general,False,19,False,remote,26,write,DENY
nurse,oncology,5,6,False,40,billing,2,oncology,False,20,False,remote,20,share,DENY
nurse,admin_office,2,23,True,49,medical_record,4,admin_office,True,11,False,remote,4,read,ALLOW
pharmacist,cardiology,2,8,True,29,lab_result,2,research,False,0,False,hospital_network,40,write,DENY
admin,admin_office,4,3,True,65,medical_image,4,cardiology,True,11,True,remote,48,read,DENY
admin,admin_office,1,1,False,59,billing,5,admin_office,True,16,False,hospital_network,12,read,ALLOW
researcher,research,4,18,True,29,billing,3,general,False,21,False,hospital_network,32,read,DENY
patient,oncology,4,38,True,50,medical_image,4,oncology,False,17,False,office_network,34,share,DENY
doctor,admin_office,1,33,True,58,research_data,2,research,True,10,False,office_network,28,delete,DENY
researcher,research,1,16,True,24,lab_result,4,oncology,True,12,False,office_network,24,delete,DENY
doctor,research,5,8,False,52,medical_image,3,oncology,False,19,False,office_network,4,write,DENY
pharmacist,research,3,37,True,37,billing,3,general,True,13,False,office_network,31,write,DENY
nurse,cardiology,5,1,True,24,medical_record,5,general,False,8,True,remote,48,delete,DENY
researcher,research,2,35,True,53,research_data,4,research,False,16,False,hospital_network,11,read,ALLOW
nurse,research,2,12,True,43,billing,2,oncology,False,22,True,remote,10,share,DENY
admin,admin_office,1,34,False,54,prescription,2,cardiology,False,13,True,hospital_network,38,delete,DENY
nurse,admin_office,3,34,False,40,lab_result,2,general,True,9,False,office_network,12,delete,DENY
admin,admin_office,4,14,False,38,billing,4,admin_office,True,18,False,remote,16,write,DENY
admin,admin_office,4,31,True,57,billing,2,admin_office,True,15,False,hospital_network,6,read,ALLOW
pharmacist,research,1,1,False,28,billing,3,cardiology,True,11,False,hospital_network,11,share,DENY
nurse,oncology,2,4,False,48,medical_record,4,oncology,True,14,False,remote,12,write,DENY
doctor,oncology,3,14,False,39,lab_result,2,oncology,False,14,False,office_network,7,read,ALLOW
researcher,research,2,0,False,44,research_data,3,research,False,15,False,office_network,50,delete,DENY
admin,admin_office,1,25,True,44,billing,5,admin_office,False,13,False,remote,5,write,ALLOW
pharmacist,admin_office,1,40,True,47,prescription,3,admin_office,True,11,False,office_network,17,read,ALLOW
pharmacist,cardiology,2,40,False,57,prescription,3,cardiology,True,9,False,hospital_network,7,read,ALLOW
nurse,admin_office,4,33,False,27,prescription,2,oncology,True,2,True,office_network,1,share,DENY
researcher,research,4,34,False,33,research_data,3,research,False,13,False,hospital_network,17,write,DENY
pharmacist,research,2,32,False,22,medical_record,5,cardiology,True,1,False,hospital_network,5,write,DENY
pharmacist,research,4,26,False,55,prescription,3,research,True,16,False,hospital_network,6,read,ALLOW
doctor,research,3,28,False,23,prescription,2,research,True,17,False,hospital_network,13,read,ALLOW
patient,cardiology,2,30,False,52,medical_record,1,cardiology,True,13,False,office_network,5,share,DENY
doctor,admin_office,5,29,False,43,medical_record,4,admin_office,True,16,False,remote,14,read,DENY
nurse,admin_office,1,35,False,24,lab_result,3,cardiology,False,3,False,office_network,26,read,DENY
doctor,admin_office,2,3,True,45,prescription,3,admin_office,False,14,True,office_network,1,read,ALLOW
admin,admin_office,1,38,False,30,billing,3,admin_office,False,8,False,remote,11,read,DENY
nurse,cardiology,5,12,False,52,lab_result,3,cardiology,False,13,False,hospital_network,12,read,ALLOW
admin,admin_office,1,29,False,37,billing,5,admin_office,False,13,False,office_network,13,read,ALLOW
admin,admin_office,4,12,False,60,medical_image,5,general,True,16,False,office_network,33,delete,DENY
admin,admin_office,4,22,True,29,billing,1,general,True,17,False,remote,47,delete,DENY
admin,admin_office,1,3,False,29,medical_image,3,admin_office,True,4,False,remote,19,read,DENY
nurse,oncology,1,23,True,42,research_data,3,research,False,16,True,office_network,14,delete,DENY
nurse,research,2,34,True,50,lab_result,1,research,False,17,False,remote,2,delete,DENY
pharmacist,admin_office,2,25,True,28,prescription,4,admin_office,False,8,False,remote,12,write,DENY
pharmacist,oncology,2,8,True,49,billing,3,oncology,True,10,False,office_network,3,read,DENY
pharmacist,research,2,7,True,27,lab_result,2,oncology,False,5,False,remote,15,read,DENY
pharmacist,cardiology,5,38,True,57,prescription,2,cardiology,True,14,False,remote,7,read,ALLOW
nurse,oncology,2,24,False,30,lab_result,2,oncology,False,15,False,office_network,8,read,ALLOW
nurse,oncology,5,40,True,33,medical_record,4,oncology,True,18,False,office_network,13,read,ALLOW
pharmacist,oncology,1,18,True,51,medical_image,3,oncology,True,5,False,hospital_network,12,read,DENY
patient,general,3,37,False,44,medical_record,5,general,True,16,False,office_network,36,share,DENY
doctor,research,4,4,True,31,medical_record,4,research,True,11,True,hospital_network,9,share,DENY
nurse,admin_office,1,5,False,65,medical_record,2,admin_office,False,13,False,office_network,1,write,DENY
nurse,admin_office,1,32,False,63,lab_result,4,admin_office,True,18,False,hospital_network,1,write,DENY
admin,admin_office,1,12,False,48,billing,4,admin_office,True,9,False,hospital_network,15,write,ALLOW
researcher,research,2,13,False,24,research_data,3,research,False,11,True,remote,17,read,DENY
pharmacist,research,1,28,True,41,medical_image,3,cardiology,True,0,False,office_network,39,write,DENY
admin,admin_office,2,12,False,58,billing,4,admin_office,True,14,False,hospital_network,12,read,ALLOW
nurse,general,2,25,False,42,billing,2,oncology,True,21,False,hospital_network,23,write,DENY
doctor,oncology,4,7,True,23,prescription,4,research,False,0,False,remote,6,read,DENY
doctor,admin_office,5,21,True,24,research_data,4,research,True,8,False,hospital_network,28,read,DENY
researcher,research,2,0,False,58,research_data,4,research,False,11,False,office_network,18,read,ALLOW
researcher,research,2,20,True,61,research_data,4,research,False,17,False,remote,17,read,ALLOW
patient,research,2,7,False,23,lab_result,2,admin_office,True,16,False,remote,42,share,DENY
admin,admin_office,1,31,True,49,lab_result,4,general,True,17,True,office_network,0,write,DENY
doctor,general,2,2,True,44,lab_result,2,cardiology,True,18,False,office_network,39,read,DENY
pharmacist,research,5,35,True,56,prescription,3,research,False,17,False,office_network,18,share,DENY
admin,admin_office,1,27,True,46,medical_record,3,cardiology,True,3,False,office_network,34,read,DENY
nurse,research,4,25,False,39,medical_record,2,research,False,12,False,remote,12,read,DENY
pharmacist,general,3,38,False,51,prescription,5,general,True,12,False,remote,20,write,DENY
nurse,research,1,16,False,26,medical_record,5,research,False,9,False,hospital_network,16,read,ALLOW
researcher,research,3,37,True,45,research_data,1,research,False,16,False,remote,11,read,ALLOW
patient,cardiology,4,18,True,25,prescription,4,general,False,11,True,hospital_network,32,write,DENY
nurse,admin_office,3,10,True,29,billing,2,general,False,19,False,office_network,17,write,DENY
patient,admin_office,3,31,False,57,prescription,4,cardiology,False,7,False,remote,22,write,DENY
patient,admin_office,2,13,True,54,medical_record,3,admin_office,True,17,False,remote,4,write,DENY
nurse,general,4,26,True,52,lab_result,3,research,True,14,False,office_network,4,write,DENY
pharmacist,general,4,12,False,53,prescription,4,general,True,17,False,office_network,8,share,DENY
nurse,research,2,19,False,42,lab_result,4,research,True,16,True,office_network,18,delete,DENY
pharmacist,oncology,4,13,False,23,medical_record,4,general,True,11,False,office_network,36,share,DENY
doctor,admin_office,3,40,False,43,medical_image,3,admin_office,True,12,False,remote,2,share,DENY
nurse,research,3,1,False,37,medical_record,2,research,True,15,False,remote,6,write,DENY
researcher,research,1,32,False,39,research_data,4,research,False,15,False,office_network,8,read,ALLOW
pharmacist,admin_office,3,22,True,32,prescription,3,admin_office,False,8,False,remote,1,write,DENY
admin,admin_office,4,15,True,62,billing,4,admin_office,True,11,False,office_network,12,delete,DENY
admin,admin_office,4,9,True,50,billing,5,admin_office,False,17,False,hospital_network,12,write,ALLOW
nurse,general,3,2,False,53,medical_record,4,general,False,12,False,hospital_network,6,read,ALLOW
nurse,research,4,13,True,51,billing,2,oncology,True,17,False,office_network,49,delete,DENY
admin,admin_office,4,10,False,30,billing,2,admin_office,False,13,False,remote,17,read,DENY
admin,admin_office,2,6,False,41,billing,1,general,True,20,False,office_network,29,delete,DENY
patient,cardiology,4,40,True,33,medical_record,1,cardiology,True,18,False,office_network,15,read,ALLOW
doctor,admin_office,2,9,True,58,prescription,2,oncology,True,18,False,remote,22,write,DENY
researcher,research,2,22,False,43,research_data,4,research,False,11,False,office_network,16,write,DENY
nurse,cardiology,1,39,False,53,medical_image,4,general,True,21,False,hospital_network,15,delete,DENY
nurse,admin_office,5,10,True,33,lab_result,1,admin_office,False,16,False,hospital_network,9,share,DENY
admin,admin_office,1,28,False,24,medical_image,3,oncology,True,2,False,office_network,42,delete,DENY
nurse,research,2,9,True,27,prescription,3,research,True,2,False,office_network,5,write,DENY
admin,admin_office,4,12,True,64,research_data,3,cardiology,False,20,False,remote,36,write,DENY
pharmacist,general,1,7,False,54,medical_record,3,cardiology,True,6,True,office_network,49,write,DENY
pharmacist,admin_office,1,36,False,26,prescription,3,admin_office,True,11,False,remote,10,write,DENY
nurse,cardiology,5,33,True,48,prescription,3,oncology,True,6,False,hospital_network,26,delete,DENY
patient,research,2,11,False,44,prescription,4,cardiology,False,7,False,remote,20,share,DENY
patient,general,1,38,False,65,lab_result,2,research,False,5,False,office_network,27,write,DENY
admin,admin_office,2,18,False,52,medical_record,5,general,True,2,False,hospital_network,8,share,DENY
doctor,research,4,40,False,50,medical_record,4,research,False,15,False,office_network,20,read,ALLOW
admin,admin_office,2,22,False,23,billing,1,admin_office,True,14,False,office_network,11,write,ALLOW
pharmacist,general,4,11,True,65,prescription,3,cardiology,True,6,False,office_network,33,read,DENY
patient,oncology,4,6,True,40,medical_image,4,admin_office,True,1,False,office_network,2,read,DENY
patient,cardiology,4,36,False,43,lab_result,2,cardiology,True,0,False,remote,28,delete,DENY
doctor,admin_office,5,12,True,62,medical_record,4,oncology,True,13,False,remote,8,share,DENY
nurse,oncology,4,5,True,37,prescription,3,admin_office,False,23,False,remote,10,share,DENY
researcher,research,1,32,False,65,research_data,5,research,False,16,False,office_network,1,read,ALLOW
researcher,research,5,18,False,26,research_data,3,research,True,2,False,remote,48,delete,DENY
doctor,general,4,3,False,64,lab_result,5,general,True,16,False,hospital_network,0,delete,DENY
admin,admin_office,5,32,True,26,lab_result,3,research,True,1,False,remote,31,write,DENY
researcher,research,4,22,True,61,billing,2,oncology,True,12,False,hospital_network,15,write,DENY
admin,admin_office,1,19,True,56,billing,4,admin_office,True,18,False,hospital_network,6,read,ALLOW
doctor,cardiology,3,27,False,29,lab_result,2,cardiology,False,10,True,hospital_network,9,write,ALLOW
nurse,research,1,19,True,50,prescription,3,general,True,12,False,office_network,15,delete,DENY
doctor,admin_office,2,31,False,54,prescription,4,admin_office,False,17,False,remote,5,write,DENY
doctor,cardiology,5,9,False,63,prescription,2,cardiology,True,15,False,hospital_network,3,share,DENY
doctor,admin_office,2,20,True,51,medical_record,5,research,False,13,False,office_network,7,share,DENY
pharmacist,research,4,4,True,42,prescription,3,research,True,11,False,remote,17,read,ALLOW
nurse,research,2,17,False,62,lab_result,2,research,False,10,False,office_network,1,read,ALLOW
admin,admin_office,5,10,True,52,research_data,2,general,True,23,False,office_network,24,share,DENY
patient,cardiology,4,26,True,29,medical_record,4,general,True,12,False,hospital_network,22,read,DENY
patient,general,5,6,True,65,medical_record,2,general,True,18,False,remote,5,write,DENY
researcher,research,1,34,False,35,research_data,2,research,False,15,False,office_network,16,read,ALLOW
nurse,research,5,7,True,60,medical_image,5,research,True,14,False,hospital_network,36,read,DENY
nurse,cardiology,5,7,False,43,medical_record,4,admin_office,True,8,False,hospital_network,6,delete,DENY
researcher,research,1,39,True,43,research_data,3,research,False,13,True,office_network,10,share,DENY
pharmacist,cardiology,5,28,True,25,prescription,4,cardiology,True,18,False,remote,8,delete,DENY
nurse,general,5,10,True,33,medical_record,3,general,True,18,True,office_network,6,read,ALLOW
researcher,research,2,8,True,53,research_data,3,research,False,12,False,remote,9,read,ALLOW
nurse,cardiology,5,40,True,29,medical_record,5,research,False,23,False,office_network,35,share,DENY
researcher,research,5,19,False,35,research_data,3,research,False,11,False,office_network,14,read,ALLOW
doctor,admin_office,1,12,True,47,medical_image,3,admin_office,True,11,False,remote,7,share,DENY
doctor,cardiology,4,15,False,57,prescription,3,research,True,7,False,hospital_network,22,write,DENY
patient,oncology,4,0,True,50,medical_record,2,oncology,True,10,False,remote,5,write,DENY
doctor,admin_office,4,21,True,26,medical_record,3,admin_office,True,20,False,remote,0,share,DENY
researcher,research,5,22,False,39,research_data,4,research,False,10,True,hospital_network,18,read,ALLOW
patient,oncology,2,6,True,56,prescription,4,oncology,True,2,False,hospital_network,48,read,DENY
pharmacist,cardiology,3,10,False,46,medical_record,3,cardiology,False,19,False,hospital_network,37,delete,DENY
researcher,research,1,10,True,50,prescription,2,cardiology,True,22,False,remote,25,write,DENY
researcher,research,4,10,True,62,research_data,4,research,False,13,False,hospital_network,7,share,DENY
nurse,research,4,15,True,24,medical_image,5,research,True,7,False,office_network,11,delete,DENY
pharmacist,oncology,5,28,False,53,prescription,4,oncology,True,15,True,hospital_network,11,write,DENY
patient,cardiology,3,15,True,41,medical_record,3,oncology,True,17,False,office_network,19,write,DENY
patient,oncology,2,29,True,54,research_data,3,oncology,True,9,True,office_network,44,delete,DENY
nurse,admin_office,1,11,False,31,lab_result,3,admin_office,True,13,True,remote,2,delete,DENY
admin,admin_office,3,34,False,24,billing,2,admin_office,True,18,False,office_network,17,write,ALLOW
admin,admin_office,2,14,False,61,prescription,2,oncology,False,2,False,office_network,44,read,DENY
admin,admin_office,2,21,False,35,medical_image,5,research,False,4,False,remote,27,write,DENY
patient,general,4,7,False,64,billing,3,research,True,7,False,remote,5,share,DENY
patient,admin_office,3,29,True,51,medical_record,2,admin_office,True,14,False,remote,1,read,ALLOW
patient,research,1,27,False,41,medical_record,5,cardiology,True,12,True,office_network,32,share,DENY
doctor,cardiology,4,4,True,23,billing,2,admin_office,True,4,False,hospital_network,22,share,DENY
pharmacist,admin_office,1,3,True,40,research_data,3,admin_office,True,9,False,remote,16,read,DENY
nurse,general,2,9,False,25,billing,3,cardiology,True,17,False,office_network,7,share,DENY
pharmacist,admin_office,3,9,True,57,billing,2,research,True,4,False,office_network,37,share,DENY
researcher,research,4,23,False,65,research_data,3,research,False,17,False,remote,14,share,DENY
doctor,admin_office,5,30,True,40,medical_image,5,cardiology,True,14,True,remote,12,write,ALLOW
admin,admin_office,3,28,True,48,billing,3,admin_office,True,9,False,hospital_network,10,share,DENY
nurse,research,3,3,False,47,lab_result,2,oncology,False,17,False,office_network,1,share,DENY
admin,admin_office,5,26,True,39,billing,5,admin_office,False,10,False,office_network,7,write,ALLOW
pharmacist,cardiology,3,10,True,44,prescription,2,cardiology,False,12,False,office_network,7,read,ALLOW
nurse,general,1,3,False,65,research_data,4,oncology,False,11,True,hospital_network,16,read,DENY
patient,admin_office,2,34,True,40,medical_record,1,admin_office,True,15,True,hospital_network,20,write,DENY
admin,admin_office,4,18,True,36,billing,3,admin_office,True,10,False,hospital_network,5,read,ALLOW
researcher,research,5,9,True,65,research_data,4,research,False,8,False,office_network,19,read,ALLOW
researcher,research,4,10,True,58,research_data,5,research,False,12,False,office_network,6,share,DENY
doctor,cardiology,5,39,False,29,medical_image,3,cardiology,False,13,False,office_network,13,read,ALLOW
researcher,research,4,40,False,63,medical_record,4,general,True,12,True,office_network,26,write,DENY
nurse,research,4,19,True,57,medical_image,3,admin_office,False,15,False,hospital_network,44,write,DENY
researcher,research,3,18,True,29,lab_result,2,cardiology,True,4,False,remote,47,read,DENY
patient,general,3,30,True,58,medical_record,3,general,False,11,False,hospital_network,1,write,DENY
researcher,research,5,7,False,26,research_data,3,research,False,12,False,remote,0,read,DENY
pharmacist,general,4,28,False,63,medical_record,4,cardiology,True,23,False,hospital_network,2,delete,DENY
admin,admin_office,2,22,False,39,billing,5,admin_office,False,12,False,remote,2,read,DENY
admin,admin_office,3,34,True,37,medical_image,4,general,True,7,False,hospital_network,34,read,DENY
researcher,research,4,30,True,40,lab_result,4,cardiology,False,0,False,hospital_network,0,delete,DENY
pharmacist,general,1,29,False,29,prescription,2,general,True,16,False,office_network,27,read,ALLOW
nurse,oncology,5,9,True,25,medical_record,2,oncology,True,17,False,office_network,4,read,ALLOW
patient,cardiology,5,32,False,51,medical_record,3,cardiology,True,17,False,remote,0,write,DENY
doctor,cardiology,5,27,True,36,lab_result,4,cardiology,False,10,False,office_network,5,read,ALLOW
patient,general,4,8,False,24,medical_record,1,general,False,16,True,office_network,14,read,ALLOW
researcher,research,4,31,False,53,research_data,4,research,False,18,False,hospital_network,8,write,DENY
admin,admin_office,2,0,True,47,medical_image,4,oncology,True,10,False,office_network,34,share,DENY
patient,admin_office,5,15,False,51,medical_record,2,admin_office,False,12,True,office_network,20,read,ALLOW
admin,admin_office,1,5,False,35,billing,4,admin_office,True,11,False,remote,9,write,DENY
admin,admin_office,2,21,False,47,billing,4,admin_office,False,8,False,remote,3,write,DENY
nurse,oncology,3,30,True,46,research_data,3,oncology,True,11,True,office_network,46,share,DENY
admin,admin_office,4,3,False,33,prescription,4,admin_office,True,23,False,office_network,45,read,DENY
nurse,admin_office,3,35,True,54,lab_result,4,admin_office,False,12,False,remote,7,read,ALLOW
admin,admin_office,1,10,True,57,billing,3,admin_office,True,10,False,office_network,3,share,DENY
admin,admin_office,5,22,True,28,billing,3,admin_office,False,10,False,hospital_network,20,read,ALLOW
doctor,general,3,5,False,54,lab_result,2,general,False,0,False,remote,39,delete,DENY
admin,admin_office,3,28,True,60,lab_result,4,research,True,20,False,hospital_network,34,delete,DENY
nurse,research,2,23,True,39,lab_result,3,research,True,9,False,remote,14,share,DENY
researcher,research,2,27,False,61,research_data,4,admin_office,False,15,False,hospital_network,3,read,ALLOW
pharmacist,oncology,4,30,True,51,prescription,4,oncology,False,15,False,remote,17,read,ALLOW
nurse,admin_office,1,34,False,40,medical_record,5,admin_office,True,16,False,office_network,4,read,ALLOW
doctor,oncology,1,11,True,23,medical_image,3,oncology,False,11,True,remote,6,write,ALLOW
doctor,cardiology,4,17,False,56,prescription,4,cardiology,False,11,False,office_network,15,read,ALLOW
patient,admin_office,3,4,True,30,medical_image,5,cardiology,False,9,False,remote,34,read,DENY
pharmacist,oncology,2,10,True,47,medical_record,4,oncology,True,0,True,hospital_network,28,share,DENY
admin,admin_office,5,20,True,41,billing,3,cardiology,True,12,False,remote,2,read,ALLOW
researcher,research,5,4,False,65,prescription,4,admin_office,True,19,False,hospital_network,36,write,DENY
doctor,general,3,31,True,51,medical_record,5,general,True,13,False,office_network,4,read,ALLOW
admin,admin_office,1,6,True,42,research_data,4,oncology,True,2,False,office_network,34,share,DENY
doctor,research,2,18,False,39,prescription,2,research,True,13,True,remote,0,write,DENY
admin,admin_office,5,30,False,36,billing,4,admin_office,False,17,False,remote,7,share,DENY
doctor,admin_office,1,24,False,39,prescription,4,general,False,0,False,hospital_network,36,delete,DENY
pharmacist,research,5,21,False,25,billing,1,general,True,19,False,office_network,42,write,DENY
doctor,oncology,1,26,True,31,medical_record,4,oncology,False,16,False,hospital_network,35,read,DENY
admin,admin_office,5,20,False,42,billing,2,admin_office,True,9,False,hospital_network,16,read,ALLOW
patient,cardiology,2,23,False,26,medical_record,1,cardiology,False,12,False,office_network,20,write,DENY
doctor,research,1,13,False,43,billing,1,cardiology,True,10,True,remote,9,read,DENY
doctor,admin_office,3,31,False,58,medical_image,2,admin_office,False,14,False,office_network,10,read,ALLOW
admin,admin_office,5,9,False,25,medical_image,5,admin_office,True,13,False,office_network,6,share,DENY
doctor,research,3,39,True,22,billing,1,admin_office,True,1,False,hospital_network,23,delete,DENY
researcher,research,3,11,True,48,research_data,3,research,False,13,False,remote,0,read,ALLOW
patient,research,5,32,True,42,prescription,4,oncology,True,18,False,remote,43,read,DENY
nurse,general,5,1,False,40,lab_result,2,cardiology,True,6,False,remote,47,write,DENY
doctor,cardiology,1,19,False,33,lab_result,2,oncology,True,19,True,remote,8,read,DENY
doctor,research,5,13,False,36,prescription,3,research,True,14,False,remote,0,write,DENY
patient,cardiology,3,38,True,63,medical_record,3,cardiology,False,13,False,office_network,15,read,ALLOW
pharmacist,research,2,5,True,45,medical_image,5,research,True,13,False,hospital_network,32,share,DENY
nurse,research,2,1,True,46,medical_record,5,research,True,12,False,office_network,5,read,ALLOW
patient,cardiology,3,18,False,44,prescription,2,general,False,21,False,office_network,14,write,DENY
admin,admin_office,5,4,True,54,billing,3,admin_office,False,17,False,hospital_network,16,read,ALLOW
pharmacist,cardiology,4,37,False,47,prescription,3,cardiology,False,15,False,hospital_network,15,write,DENY
pharmacist,general,3,6,False,46,prescription,3,general,True,15,False,remote,38,write,DENY
admin,admin_office,2,9,True,54,billing,3,admin_office,True,13,False,office_network,14,share,DENY
researcher,research,1,28,True,41,research_data,5,research,False,10,False,office_network,15,read,ALLOW
patient,general,4,16,False,39,lab_result,2,oncology,True,7,False,hospital_network,27,delete,DENY
admin,admin_office,4,11,True,47,billing,2,admin_office,True,18,False,hospital_network,19,delete,DENY
doctor,oncology,2,9,False,49,medical_record,4,admin_office,True,4,False,hospital_network,5,share,DENY
nurse,oncology,2,7,False,54,lab_result,2,oncology,True,15,False,hospital_network,12,delete,DENY
doctor,admin_office,4,7,True,39,research_data,3,general,True,12,True,remote,41,delete,DENY
pharmacist,cardiology,5,29,True,29,billing,3,admin_office,False,10,True,remote,27,delete,DENY
admin,admin_office,4,35,False,29,billing,2,admin_office,True,10,False,remote,14,write,DENY
pharmacist,admin_office,1,3,True,61,prescription,4,admin_office,True,8,False,hospital_network,9,read,ALLOW
researcher,research,4,14,False,41,research_data,2,general,True,23,False,office_network,0,write,DENY
nurse,admin_office,4,3,True,48,lab_result,3,admin_office,True,15,False,hospital_network,3,read,ALLOW
researcher,research,4,16,True,65,billing,2,cardiology,True,17,False,office_network,43,delete,DENY
patient,general,2,18,False,25,prescription,4,admin_office,False,16,False,remote,14,share,DENY
pharmacist,general,3,6,True,48,prescription,2,research,False,13,False,remote,15,read,ALLOW
nurse,general,3,5,False,56,lab_result,2,general,True,16,False,office_network,11,read,ALLOW
nurse,general,3,33,False,48,medical_image,5,admin_office,True,15,True,remote,23,share,DENY
pharmacist,admin_office,2,27,True,41,lab_result,3,oncology,True,19,False,office_network,40,share,DENY
doctor,general,2,22,True,35,lab_result,1,general,False,16,False,remote,5,read,ALLOW
doctor,admin_office,3,32,False,38,lab_result,3,cardiology,True,9,False,hospital_network,4,share,DENY
researcher,research,4,40,True,37,medical_image,3,cardiology,True,3,True,office_network,43,write,DENY
admin,admin_office,2,39,False,40,billing,2,admin_office,False,11,False,remote,10,delete,DENY
pharmacist,general,5,27,True,57,lab_result,4,admin_office,True,1,False,office_network,4,share,DENY
admin,admin_office,1,20,False,42,billing,1,oncology,False,13,False,hospital_network,50,delete,DENY
patient,cardiology,1,18,True,39,medical_record,3,cardiology,True,13,False,hospital_network,15,read,ALLOW
admin,admin_office,2,32,False,59,research_data,3,cardiology,True,8,False,remote,9,share,DENY
researcher,research,5,1,True,53,billing,3,cardiology,True,0,False,office_network,18,share,DENY
doctor,admin_office,4,38,True,52,lab_result,3,cardiology,True,16,False,office_network,21,write,DENY
patient,oncology,1,24,False,32,medical_record,3,oncology,True,13,False,office_network,8,write,DENY
